Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conveyor Belt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Star Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Desh Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Desh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Powder Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infested End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burned End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enchanted End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stardust Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Wall)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Rock)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Ceiling)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Disabled)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Triggerable - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Triggerable - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Non-triggerable - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Non-triggerable - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Spread - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Spread - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Square - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Square - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cinder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Igneous Rock Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Falling Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.1.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.2.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.3.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.4.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.5.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sphalerite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sphalerite with Stardust
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.biomeIslandCore.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Glowing Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Glowing Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Obsidian Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Instability Orb Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hambone
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Blue Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Green Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Purple Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ardite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Alumite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solid Ender
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coral Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bauxite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rutile Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brick Construction Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Thin Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bordered Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Pedestal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Impure Titanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Magnesium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Titanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Construction Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wooden Construction Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Logs
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Pearl Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Pearl Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Pearl Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Pearl Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Pearl Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Pearl Brick
